time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
59.916000,0.3117,-0.3107,0.1249,0.457
59.917000,0.3409,-0.3439,0.2737,0.556
59.923000,0.3174,-0.3787,0.3565,0.609
59.934000,0.3141,-0.4322,0.2011,0.571
59.948000,0.3277,-0.4397,0.0300,0.549
59.961000,0.2629,-0.4373,0.0060,0.510
59.969000,0.2313,-0.4096,-0.0029,0.470
59.985000,0.2075,-0.3640,-0.0600,0.423
59.997000,0.2116,-0.3616,-0.1228,0.437
60.010000,0.2341,-0.3365,-0.1496,0.436
60.021000,0.2418,-0.2767,-0.1514,0.397
60.036000,0.1978,-0.2540,-0.1060,0.339
60.056000,0.0675,-0.2242,-0.0383,0.237
60.081000,-0.0122,-0.2404,-0.0026,0.241
60.094000,0.0796,-0.2475,0.0831,0.273
60.110000,0.2402,-0.2673,0.2897,0.462
60.119000,0.1939,-0.2141,0.5213,0.596
60.129000,0.1874,-0.1817,0.4892,0.554
60.141000,0.1095,-0.1970,0.3365,0.405
60.161000,0.0358,-0.2317,0.3300,0.405
60.175000,0.0696,-0.2384,0.3153,0.401
60.180000,0.1636,-0.2133,0.2977,0.401
60.197000,0.3078,-0.1659,0.3852,0.520
60.208000,0.2622,-0.2358,0.1080,0.369
60.217000,0.2098,-0.3427,0.0954,0.413
60.236000,0.2090,-0.3281,0.2619,0.469
60.251000,0.1975,-0.3189,0.5718,0.684
60.260000,0.2002,-0.3029,0.5801,0.684
60.278000,0.1874,-0.3613,0.5645,0.696
60.289000,0.2507,-0.4209,0.5373,0.727
60.310000,0.3804,-0.3890,0.5912,0.803
60.331000,0.4604,-0.3279,0.5921,0.819
60.332000,0.4882,-0.3113,0.4873,0.757
60.344000,0.3641,-0.2969,0.3017,0.558
60.360000,0.8466,-0.4353,0.0183,0.952
60.375000,0.9507,-0.3034,-0.0554,0.999
60.390000,1.2598,0.1752,-0.0500,1.273
60.403000,2.1570,0.9112,-0.4677,2.388
60.415000,1.9315,0.4535,-1.2998,2.372
60.430000,1.2186,-0.2522,-1.8981,2.270
60.444000,0.6472,-0.7396,-2.1658,2.378
60.472000,0.0134,-1.2639,-3.1841,3.426
60.473000,-1.0666,-3.3719,-2.7683,4.491
60.476000,1.0243,-2.7111,-0.3862,2.924
60.494000,1.6238,-2.0738,0.3137,2.653
60.508000,1.6751,-1.9545,0.7785,2.689
60.520000,1.5058,-2.1230,1.2549,2.890
60.533000,1.5976,-2.2287,2.2285,3.534
60.552000,1.4808,-1.6159,4.2970,4.824
60.565000,0.6906,-2.0605,4.9804,5.434
60.579000,-0.6145,-2.8591,4.7200,5.553
60.592000,-0.4449,-1.6440,3.5522,3.939
60.614000,-0.5592,-1.3312,2.8640,3.207
60.625000,-0.6540,-1.3955,2.4092,2.860
60.636000,-1.0804,-1.6176,2.1413,2.893
60.653000,-1.5853,-1.8676,1.9468,3.129
60.664000,-1.1462,-1.4820,2.2862,2.956
60.682000,-0.8506,-1.7177,1.2224,2.273
60.697000,-0.3783,-1.6781,-0.7997,1.897
60.706000,-0.1119,-0.8742,-0.8841,1.248
60.716000,0.0973,-0.3477,-1.4623,1.506
60.733000,1.8175,0.5083,0.2134,1.899
60.734000,4.4116,4.1919,13.3275,14.651
60.759000,1.5428,0.2695,1.6829,2.299
60.782000,0.9695,-1.3141,-1.4282,2.169
60.783000,0.9927,-1.4305,-1.1061,2.063
60.809000,1.3146,-1.2113,1.0750,2.086
60.811000,1.4498,-1.3724,3.6992,4.204
60.816000,0.3289,-2.4125,3.9815,4.667
60.827000,0.3671,-2.4537,2.9766,3.875
60.842000,0.6492,-1.5416,1.0629,1.982
60.849000,1.0043,-0.7505,0.4616,1.336
60.867000,1.7778,-0.1195,0.2657,1.802
60.879000,2.8488,0.4972,0.5743,2.948
60.891000,2.9228,0.1832,-0.3666,2.951
60.903000,3.0060,-0.4267,-0.0412,3.036
60.914000,3.5016,-0.2690,-0.4484,3.540
60.920000,3.1285,-0.0385,-1.7984,3.609
60.934000,4.9092,0.8305,-2.8448,5.734
60.952000,7.3789,2.7427,-2.0520,8.135
60.970000,9.3629,4.2847,-0.7226,10.322
60.980000,10.7797,4.4575,1.9598,11.828
61.001000,9.8211,0.4727,2.4696,10.138
61.010000,4.8683,-4.5326,-0.8735,6.709
61.018000,1.9193,-4.5808,-1.2829,5.130
61.050000,-2.1252,-4.0007,-2.1973,5.035
61.052000,-1.9059,-2.0558,-1.2711,3.078
61.060000,-0.6598,-1.2348,0.8506,1.638
61.082000,0.5200,-0.9166,1.7404,2.035
61.096000,1.2433,-1.2647,1.9015,2.600
61.109000,1.8756,-1.5304,1.3707,2.782
61.114000,1.3800,-2.1927,-0.3226,2.611
61.130000,0.3663,-1.7934,-0.9347,2.055
61.150000,-0.0110,-1.2019,-0.4926,1.299
61.162000,-0.2197,-0.9270,-0.1876,0.971
61.176000,-0.1634,-0.7188,0.0774,0.741
61.188000,-0.3142,-0.6996,0.2544,0.808
61.204000,-0.8069,-0.6492,0.3937,1.108
61.222000,-1.1533,-0.6988,-0.1154,1.353
61.234000,-1.5095,0.1134,-0.9567,1.791
61.244000,-1.8550,0.1551,-1.3092,2.276
61.261000,-1.9397,0.1962,-1.3624,2.378
61.274000,-1.9620,0.2451,-1.7432,2.636
61.292000,-1.8493,0.7685,-1.5044,2.505
61.315000,-1.8987,0.9940,-0.8604,2.309
61.317000,-2.0691,0.8407,-0.6144,2.316
61.332000,-2.1515,0.8100,-0.3148,2.320
61.350000,-1.8876,0.7099,-0.1612,2.023
61.358000,-1.7215,0.6328,0.1267,1.838
61.368000,-0.9745,0.6648,0.4492,1.262
61.380000,-1.1296,0.4854,0.7281,1.429
61.396000,-1.3832,0.3371,0.8464,1.656
61.412000,-1.7855,0.3818,1.0070,2.085
61.431000,-1.7958,0.5085,1.1823,2.209
61.440000,-1.3752,0.7467,1.3181,2.046
61.454000,-1.2877,0.6694,1.2126,1.891
61.472000,-1.4181,0.4963,1.0770,1.849
61.478000,-1.4384,0.5986,0.8404,1.770
61.496000,-1.3427,0.6136,0.8767,1.717
61.510000,-1.3540,0.5658,1.0182,1.786
61.516000,-1.2202,0.5278,1.0277,1.680
61.529000,-1.1858,0.4914,0.8575,1.544
61.558000,-1.2510,0.4069,0.5908,1.442
61.574000,-1.1913,0.4040,0.3689,1.311
61.602000,-1.9248,0.3161,0.1211,1.954
61.615000,-3.0336,0.3810,-0.2806,3.070
61.629000,-5.7129,0.1195,-1.1770,5.834
61.646000,-7.7120,-0.2213,-1.5373,7.867
61.657000,-6.5729,-0.0593,-1.9271,6.850
61.663000,-5.4613,-0.3417,-2.1220,5.869
61.680000,-3.9558,-1.0871,-2.0529,4.587
61.690000,-1.6546,-2.3460,-0.9855,3.035
61.715000,-0.3216,-3.0731,-0.7488,3.179
61.720000,1.1085,-3.6080,-0.5207,3.810
61.740000,2.1378,-4.0084,-0.4673,4.567
61.752000,3.4448,-4.2599,-0.6754,5.520
61.766000,4.0214,-4.4790,-1.1412,6.127
61.785000,4.8447,-4.3491,-0.4989,6.530
61.795000,5.5042,-4.3474,0.2057,7.017
61.809000,5.9576,-3.8606,0.3510,7.108
61.828000,5.9251,-3.3432,-0.1068,6.804
61.836000,6.3308,-2.8107,-0.3852,6.937
61.846000,6.3069,-2.7260,0.0989,6.872
61.852000,6.2696,-2.6302,-0.1063,6.800
61.864000,5.8232,-2.6101,-0.0151,6.381
61.900000,4.9257,-2.7979,0.9213,5.739
61.900000,4.5053,-2.1863,0.6380,5.048
61.907000,4.3890,-1.6630,1.0714,4.814
61.927000,4.6043,-1.1766,1.6663,5.036
61.934000,4.1842,-1.1530,1.5322,4.603
61.950000,3.6737,-1.1863,1.6043,4.181
61.960000,3.2159,-0.9513,1.7318,3.774
61.978000,2.4169,-0.9947,1.5217,3.024
61.986000,2.4782,-0.3434,1.6705,3.008
61.999000,2.2116,-0.5920,1.1938,2.582
62.026000,2.3014,-0.4722,0.8011,2.482
62.027000,1.8975,-0.8568,0.4644,2.133
62.040000,1.9885,-0.4635,0.5445,2.113
62.058000,1.6808,-0.3990,0.8775,1.938
62.074000,1.6100,-0.3098,0.9499,1.895
62.087000,1.4146,-0.4978,0.7188,1.663
62.099000,1.7991,-0.2970,1.2274,2.198
62.106000,1.8039,-0.3323,1.2739,2.233
62.124000,1.5425,-0.3948,1.2342,2.015
62.138000,1.1958,-0.3663,1.3187,1.817
62.143000,1.2021,-0.3205,1.3545,1.839
62.164000,1.3077,-0.2647,1.2649,1.839
62.170000,1.3831,-0.2583,1.1369,1.809
62.178000,1.4376,-0.3161,1.0382,1.801
62.191000,1.4628,-0.3958,0.9602,1.794
62.200000,1.4081,-0.4286,0.9511,1.752
62.218000,1.3215,-0.4826,0.9574,1.702
62.240000,1.1773,-0.4950,1.0106,1.629
62.253000,1.1344,-0.4760,0.9709,1.567
62.271000,1.1407,-0.4737,0.8199,1.483
62.281000,1.2629,-0.4873,0.5486,1.461
62.305000,1.5087,-0.4430,0.3942,1.621
62.306000,1.4505,-0.5148,0.3381,1.576
62.311000,1.2744,-0.6604,0.4522,1.505
62.320000,1.2859,-0.6846,0.5808,1.568
62.331000,1.3172,-0.7016,0.6839,1.642
62.347000,1.3287,-0.7446,0.7278,1.688
62.360000,1.2736,-0.7519,0.6891,1.632
62.380000,1.2591,-0.7117,0.6337,1.579
62.395000,1.3247,-0.6391,0.5597,1.574
62.404000,1.3895,-0.5702,0.4328,1.563
62.426000,1.3242,-0.6416,0.4932,1.552
62.438000,1.4490,-0.5851,0.6955,1.710
62.449000,1.4750,-0.4999,0.8349,1.767
62.470000,1.3988,-0.5008,0.8607,1.717
62.487000,1.4173,-0.4642,0.8791,1.731
62.494000,1.4203,-0.4998,0.8892,1.749
62.504000,1.4428,-0.4847,0.8578,1.747
62.518000,1.2964,-0.4305,0.6999,1.535
62.532000,1.2087,-0.4244,0.6217,1.424
62.562000,1.2335,-0.4120,0.5267,1.403
62.578000,1.2215,-0.4768,0.4798,1.396
62.586000,1.1957,-0.4756,0.4526,1.364
62.595000,1.1307,-0.4448,0.4158,1.284
62.604000,1.2111,-0.5338,0.5613,1.438
62.620000,1.3837,-0.5816,0.8053,1.703
62.634000,1.4296,-0.5770,0.8726,1.771
62.651000,1.4512,-0.6142,0.9096,1.820
62.661000,1.3648,-0.6302,0.9318,1.769
62.672000,1.3494,-0.6140,0.9642,1.768
62.688000,1.3925,-0.6156,0.9766,1.809
62.707000,1.4320,-0.5445,0.9269,1.791
62.722000,1.4455,-0.5163,0.8103,1.736
62.732000,1.4651,-0.5086,0.7023,1.702
62.745000,1.5574,-0.5737,0.6021,1.766
62.754000,1.7408,-0.4887,0.7527,1.959
62.764000,1.6938,-0.5177,0.7357,1.918
62.781000,1.6269,-0.5943,0.8075,1.911
62.792000,1.6745,-0.6506,0.8925,2.006
62.802000,1.6779,-0.5975,0.9695,2.028
62.814000,1.4529,-0.5352,0.9853,1.835
62.828000,0.9535,-0.4925,0.8269,1.355
62.836000,0.8870,-0.4299,0.7930,1.265
62.854000,0.8517,-0.3102,0.7688,1.189
62.866000,1.0334,-0.2359,0.8372,1.351
62.882000,1.1691,-0.1496,0.8832,1.473
62.895000,1.3110,-0.0841,0.9556,1.624
62.910000,1.1738,-0.0976,1.0069,1.550
62.920000,0.8916,-0.1295,1.0369,1.374
62.936000,0.7315,-0.1073,1.1033,1.328
62.950000,0.7225,-0.0919,1.1575,1.368
62.962000,0.7390,-0.0823,1.2079,1.418
62.989000,0.6550,-0.0565,1.2476,1.410
62.995000,0.6198,-0.0492,1.2656,1.410
63.005000,0.6454,-0.0016,1.2010,1.363
63.018000,0.7722,-0.0449,1.0487,1.303
63.028000,0.8203,-0.0567,0.9902,1.287
63.050000,0.8031,-0.1109,1.0091,1.294
63.065000,0.7874,-0.1397,1.0889,1.351
63.082000,0.8294,-0.1155,1.1996,1.463
63.088000,0.8792,-0.1303,1.2691,1.549
63.104000,0.8223,-0.2092,1.3403,1.586
63.114000,0.7080,-0.2092,1.3431,1.533
63.133000,0.7202,-0.1730,1.3021,1.498
63.148000,0.7503,-0.1877,1.2341,1.456
63.158000,0.7401,-0.1754,1.1701,1.396
63.166000,0.7983,-0.1745,1.0406,1.323
63.180000,0.8749,-0.1440,0.9684,1.313
63.193000,0.9377,-0.1619,0.9416,1.339
63.206000,0.9623,-0.1495,0.9331,1.349
63.218000,0.9779,-0.1950,1.0022,1.414
63.231000,1.0044,-0.2314,1.1123,1.516
63.242000,1.0296,-0.2350,1.2153,1.610
63.263000,0.9887,-0.2510,1.2366,1.603
63.266000,0.9677,-0.2675,1.2396,1.595
63.282000,1.0731,-0.2562,1.1861,1.620
63.296000,1.1303,-0.2363,1.1550,1.633
63.310000,1.1881,-0.2463,1.1349,1.661
63.316000,1.1792,-0.2367,1.0674,1.608
63.330000,1.2026,-0.2273,1.0804,1.633
63.342000,1.2158,-0.1982,0.9950,1.584
63.362000,1.2307,-0.1986,0.9406,1.562
63.372000,1.3014,-0.1493,0.9120,1.596
63.382000,1.3346,-0.1382,0.9219,1.628
63.394000,1.2899,-0.1650,0.9296,1.599
63.417000,1.1462,-0.2020,0.9571,1.507
63.422000,1.1240,-0.2046,0.9975,1.517
63.436000,1.0500,-0.2672,1.0479,1.507
63.454000,1.0995,-0.2713,1.0864,1.569
63.466000,1.1859,-0.2285,1.0882,1.626
63.476000,1.2725,-0.2352,1.0519,1.668
63.484000,1.3489,-0.2724,1.0565,1.735
63.500000,1.2996,-0.2301,1.0603,1.693
63.514000,1.2068,-0.2519,1.0790,1.638
63.526000,1.1989,-0.2288,1.1326,1.665
63.554000,1.1884,-0.2178,1.1379,1.660
63.569000,1.1633,-0.2236,1.1432,1.646
63.583000,1.1382,-0.1803,1.0701,1.573
63.597000,1.1017,-0.1185,0.9880,1.485
63.610000,1.0455,-0.1177,0.8608,1.359
63.622000,1.0189,-0.0580,0.7435,1.263
63.638000,0.9144,0.0060,0.7588,1.188
63.647000,0.8290,0.0595,0.7459,1.117
63.659000,0.7219,0.1635,0.9841,1.231
63.670000,0.8268,0.3922,1.3131,1.601
63.684000,0.6403,0.7262,1.6127,1.881
63.712000,0.4055,1.0032,1.7644,2.070
63.713000,0.1347,1.6246,2.2217,2.756
63.729000,-0.0519,2.1581,2.5063,3.308
63.738000,-0.4594,2.6136,2.5487,3.679
63.750000,-1.7759,2.8174,2.6198,4.237
63.761000,-2.4036,3.1777,3.3356,5.196
63.770000,-2.7078,2.7587,4.2359,5.735
63.782000,-3.2987,1.6324,3.6956,5.216
63.800000,-2.7082,2.6298,4.7937,6.102
63.814000,-2.5329,3.1647,5.1377,6.544
63.821000,-2.3653,3.1828,5.1094,6.468
63.838000,-2.2650,1.9879,4.9910,5.830
63.857000,-2.0002,1.0944,4.9709,5.469
63.870000,-2.1047,-0.2050,6.5711,6.903
63.881000,-2.9456,-2.4145,7.0588,8.021
63.897000,-2.4170,-5.9107,6.3865,9.031
63.906000,-0.9094,-8.2817,6.1226,10.339
63.940000,2.2550,-9.5268,4.2081,10.656
63.946000,3.5857,-9.3825,2.5304,10.358
63.952000,4.6674,-8.0520,1.9180,9.503
63.970000,6.9695,-6.3554,-0.2622,9.436
63.987000,7.1585,-5.9330,-3.2125,9.837
64.016000,7.9830,-3.2380,-4.5311,9.734
64.019000,7.8575,-0.4732,-1.5843,8.030
64.020000,6.5378,-0.4940,0.9435,6.624
64.028000,5.4825,-1.1277,2.9975,6.349
64.047000,3.2454,-2.4702,5.0698,6.507
64.059000,3.4868,-2.1316,6.4738,7.656
64.068000,3.0665,-1.8773,6.9952,7.865
64.077000,2.6859,-1.5540,7.7201,8.320
64.093000,2.2739,-1.6389,7.4795,7.987
64.100000,0.9923,-2.4813,5.5258,6.138
64.116000,0.1713,-2.8132,3.3548,4.382
64.132000,0.2359,-1.8924,1.7211,2.569
64.143000,0.3048,-1.5130,0.3389,1.580
64.161000,0.7318,-0.6908,-0.4958,1.122
64.177000,0.9648,0.0335,-0.9539,1.357
64.193000,1.0577,0.0940,-1.1659,1.577
64.208000,1.0568,-0.0870,-0.4723,1.161
64.217000,0.5988,-0.5359,0.9926,1.277
64.228000,0.0088,-1.1581,2.6015,2.848
64.243000,-0.1006,-1.3927,2.8465,3.171
64.273000,-0.4592,-1.6806,2.4975,3.045
64.275000,-0.6795,-2.0343,2.0898,2.995
64.280000,-0.7149,-1.5840,1.5127,2.304
64.292000,-0.9267,-2.6674,-0.1100,2.826
64.301000,-1.2961,-2.9437,-0.9311,3.348
64.312000,-1.6449,-2.8513,-1.5143,3.623
64.320000,-1.4384,-2.6409,-2.4609,3.886
64.340000,-1.5570,-2.2173,-2.8214,3.912
64.351000,-2.0235,-1.8165,-2.9627,4.021
64.358000,-2.3116,-1.6327,-2.7691,3.959
64.371000,-2.4069,-1.3233,-2.5403,3.741
64.395000,-2.5778,-0.9541,-2.1860,3.512
64.402000,-2.7478,-0.8401,-2.1777,3.605
64.417000,-2.8075,-0.8779,-2.0337,3.576
64.429000,-2.7026,-0.6786,-1.8751,3.359
64.442000,-2.5675,-0.4891,-1.5129,3.020
64.457000,-2.3605,-0.4239,-1.3585,2.756
64.462000,-1.3209,-0.1089,-0.6325,1.469
64.480000,-0.8050,0.1251,-0.2229,0.845
64.488000,-0.4419,0.2135,-0.0071,0.491
64.501000,0.0017,0.2860,0.1577,0.327
64.505000,0.7368,0.2688,0.4277,0.893
64.520000,1.2398,0.4110,0.8011,1.532
64.551000,1.2227,0.7061,0.4087,1.470
64.559000,0.8471,0.6017,0.0571,1.041
64.568000,0.3458,0.3580,-0.1348,0.516
64.578000,-0.0636,0.2136,-0.2725,0.352
64.596000,-0.4798,0.2689,-0.3068,0.630
64.606000,-0.7571,0.3790,-0.4500,0.959
64.622000,-1.1606,0.3888,-0.6334,1.378
64.637000,-1.3758,0.3261,-0.7119,1.583
64.652000,-1.2908,0.2981,-0.6923,1.495
64.694000,-1.1235,0.2940,-0.7456,1.380
64.695000,-1.1589,0.3440,-0.9963,1.567
64.695000,-0.8676,0.5975,-0.9289,1.404
64.700000,-0.9175,0.1013,-1.2325,1.540
64.728000,-0.8318,-0.0660,-2.5867,2.718
64.738000,-0.6188,-0.6224,-0.6415,1.087
64.748000,-0.2989,0.0128,-1.0905,1.131
64.761000,-0.5427,-0.2225,-0.7041,0.916
64.770000,-0.6591,-0.3851,-0.9410,1.212
64.790000,-0.4832,-0.4202,-1.2591,1.413
64.800000,-0.3377,-0.4467,-1.4047,1.512
64.842000,-0.2393,-0.4409,-1.4183,1.504
64.842000,-0.2976,-0.5134,-1.3365,1.462
64.842000,-0.3912,-0.6679,-1.3242,1.534
64.846000,-0.2512,-0.7684,-1.2151,1.459
64.858000,-0.1592,-0.7807,-1.1081,1.365
64.862000,-0.0863,-0.7943,-0.8528,1.169
64.878000,0.0299,-0.7207,-0.8118,1.086
64.891000,0.5251,-0.3497,-0.6783,0.926
64.902000,0.6852,-0.1141,-0.7955,1.056
64.914000,0.6623,0.1194,-0.9193,1.139
64.930000,0.5358,0.2716,-0.9440,1.119
64.966000,0.3877,0.4352,-0.9203,1.089
64.967000,0.2589,0.5644,-0.7794,0.997
64.968000,-0.0501,0.6349,-0.6196,0.889
64.968000,-0.7163,0.5676,-0.3419,0.976
64.985000,-0.9696,0.4151,-0.3195,1.102
64.998000,-0.9424,0.3221,-0.2354,1.023
65.007000,-0.8755,0.3659,-0.0442,0.950
65.012000,-0.8529,0.3998,0.2119,0.965
65.028000,-0.7724,0.3404,0.1983,0.867
65.039000,-0.7860,0.2715,-0.0042,0.832
65.060000,-0.7054,0.1405,-0.4414,0.844
65.078000,-0.5765,-0.0320,-0.8822,1.054
65.081000,-0.5040,-0.1309,-1.2120,1.319
65.103000,-0.4396,-0.1881,-1.5413,1.614
65.117000,-0.1257,-0.2683,-1.6598,1.686
65.126000,0.0951,-0.2528,-1.6565,1.678
65.132000,0.0473,-0.4466,-1.6139,1.675
65.148000,-0.1472,-0.6406,-1.6471,1.773
65.162000,-0.4111,-0.9135,-1.8457,2.100
65.181000,-0.3580,-0.9706,-1.9604,2.217
65.189000,-0.2846,-1.0877,-2.0895,2.373
65.206000,-0.4943,-1.9681,-2.2145,3.004
65.216000,-0.9682,-3.1425,-2.7073,4.259
65.231000,-0.8400,-4.7798,-3.8805,6.214
65.238000,0.4541,-6.5101,-5.8360,8.755
65.256000,2.8271,-8.0010,-7.6617,11.433
65.266000,6.4495,-11.2284,-9.4625,16.038
65.283000,6.7690,-12.2787,-8.0237,16.154
65.300000,4.5523,-14.1675,-6.4776,16.230
65.310000,2.7536,-15.9867,-4.7206,16.895
65.317000,3.0616,-15.2644,-2.6898,15.799
65.333000,3.6101,-13.5690,-1.3358,14.104
65.356000,4.2512,-10.3584,-1.6099,11.312
65.371000,3.4784,-9.4182,-2.1570,10.269
65.377000,2.6077,-9.1239,-3.0772,9.976
65.395000,1.8380,-8.7250,-3.4816,9.572
65.422000,0.4656,-8.9899,-3.7154,9.739
65.424000,-2.3090,-8.8781,-5.2361,10.563
65.426000,-5.6033,-8.9643,-5.7671,12.042
65.437000,-8.3615,-8.6732,-5.9528,13.438
65.461000,-11.6873,-9.3546,-5.8337,16.067
65.472000,-13.4632,-10.0231,-5.6043,17.695
65.482000,-13.3805,-9.3016,-4.1063,16.805
65.495000,-11.9593,-8.4683,-3.2508,15.010
65.505000,-9.3050,-7.6367,-2.8935,12.380
65.528000,-6.7854,-6.7951,-2.2574,9.865
65.530000,-6.6086,-6.9858,-1.6230,9.752
65.537000,-7.0633,-7.3776,-2.1312,10.434
65.566000,-7.7251,-8.5690,-3.3057,12.001
65.579000,-8.2778,-9.1292,-4.1529,13.004
65.598000,-9.0010,-10.1157,-4.9556,14.419
65.617000,-9.8365,-10.4471,-4.0428,14.908
65.632000,-8.8462,-10.1888,-5.1265,14.434
65.650000,-6.5680,-8.2426,-3.5862,11.133
65.654000,-5.1161,-7.4683,-3.1938,9.599
65.667000,-4.5737,-7.3518,-3.4014,9.303
65.689000,-4.0346,-6.9426,-3.5418,8.776
65.701000,-3.8771,-6.1551,-2.7875,7.790
65.710000,-4.0873,-5.4037,-2.2400,7.136
65.724000,-3.9269,-4.7953,-2.7700,6.789
65.752000,-4.2066,-4.9870,-3.1196,7.232
65.753000,-4.1543,-5.1094,-2.6638,7.104
65.774000,-4.1364,-4.8777,-2.3786,6.823
65.797000,-4.2250,-4.2283,-2.4885,6.475
65.798000,-4.4228,-3.7543,-2.6729,6.388
65.799000,-4.6743,-3.5306,-2.9411,6.555
65.819000,-4.7461,-3.9442,-2.1866,6.547
65.820000,-4.4228,-4.3483,-0.4721,6.220
65.841000,-3.9161,-3.5870,-0.3166,5.320
65.863000,-3.4991,-2.5346,0.1678,4.324
65.865000,-3.2485,-1.4289,0.4156,3.573
65.887000,-3.0458,-0.7282,0.1980,3.138
65.888000,-2.8079,-0.7297,0.0107,2.901
65.910000,-2.3130,-0.3669,0.0923,2.344
65.912000,-1.5924,-0.0672,0.3567,1.633
65.933000,-0.8155,0.0816,0.9580,1.261
65.957000,-0.4175,0.2333,2.1130,2.166
65.958000,-0.5239,0.3139,2.5987,2.670
65.960000,-1.2158,0.3783,1.4102,1.900
65.977000,-1.7300,0.3699,1.0287,2.046
65.993000,-1.7372,0.1362,0.9926,2.005
66.011000,-1.9372,-0.4549,1.3832,2.423
66.013000,-2.1840,-0.9408,2.1510,3.207
66.028000,-2.7199,-1.3109,3.6073,4.704
66.059000,-3.1271,-1.2957,3.9640,5.213
66.061000,-4.1178,-1.9128,4.4901,6.386
66.076000,-4.2604,-2.3536,4.9800,6.964
66.093000,-4.2860,-2.8948,5.4170,7.490
66.109000,-3.2032,-2.8965,5.9996,7.392
66.129000,-2.4098,-3.0222,6.3514,7.435
66.129000,-1.7516,-3.1948,6.5117,7.462
66.148000,-1.3288,-3.8903,6.5980,7.774
66.149000,-1.0105,-4.0741,6.6284,7.846
66.150000,-0.6760,-3.8617,6.2239,7.356
66.165000,-0.6193,-4.2527,5.6158,7.072
66.177000,-1.4005,-5.2985,5.3838,7.682
66.197000,-2.6097,-6.7542,6.1996,9.532
66.207000,-3.4180,-8.2233,7.5301,11.662
66.227000,-3.5130,-9.8476,10.3117,14.685
66.233000,-2.4728,-11.0780,13.3350,17.512
66.245000,-1.4102,-15.1590,18.9733,24.326
66.265000,-1.2854,-17.6855,20.0757,26.785
66.279000,-1.8890,-23.5988,18.4200,29.996
66.293000,-3.0007,-27.8922,14.5403,31.597
66.295000,-4.7797,-32.6239,9.5530,34.328
66.307000,-8.3311,-37.0075,3.3555,38.082
66.316000,-10.6540,-40.7152,0.2280,42.087
66.336000,-13.7840,-44.5961,-2.1308,46.726
66.344000,-14.9887,-46.8440,-3.5886,49.314
66.362000,-14.6841,-45.8050,-4.8690,48.347
66.374000,-12.9440,-42.5452,-4.9712,44.748
66.380000,-11.6056,-37.9373,-5.2352,40.017
66.395000,-10.7813,-34.5402,-6.2955,36.727
66.408000,-10.1756,-31.8015,-5.5975,33.856
66.419000,-10.0586,-29.1384,-4.7225,31.185
66.426000,-9.6581,-27.2422,-4.6933,29.282
66.442000,-7.9639,-24.5486,-3.3435,26.024
66.457000,-6.8375,-22.2183,-2.0982,23.341
66.470000,-5.2323,-19.5797,-0.4187,20.271
66.492000,-4.3754,-18.2103,0.7472,18.743
66.502000,-7.2516,-19.0631,2.0187,20.495
66.509000,-9.2352,-19.7836,2.6021,21.988
66.520000,-10.3433,-20.7380,2.4439,23.303
66.556000,-10.3497,-21.5101,1.0709,23.895
66.568000,-9.1490,-19.9016,-0.3860,21.907
66.590000,-7.6517,-18.3530,-2.0544,19.990
66.600000,-6.9771,-16.7425,-4.9239,18.795
66.633000,-6.0469,-14.6544,-11.4804,19.573
66.637000,-3.6096,-11.2373,-13.9476,18.271
66.650000,-1.9282,-7.9351,-14.0639,16.263
66.668000,-2.7325,-6.5934,-13.5597,15.323
66.684000,-3.1530,-6.0994,-13.0792,14.772
66.700000,-2.7534,-5.2274,-12.4352,13.767
66.702000,-1.9664,-4.4954,-11.2856,12.306
66.714000,-1.5982,-4.1455,-9.4269,10.421
66.730000,-1.2110,-3.7252,-6.5881,7.665
66.751000,-1.0690,-3.5683,-4.6971,5.995
66.756000,-1.0308,-3.3746,-3.0936,4.693
66.776000,-0.9354,-3.0073,-1.6320,3.547
66.778000,-0.9419,-2.5781,-0.2694,2.758
66.801000,-1.0551,-1.9666,0.7947,2.369
66.806000,-1.1457,-1.6823,1.4255,2.485
66.813000,-1.3007,-1.2147,1.9146,2.614
66.822000,-1.4407,-0.5993,2.2865,2.768
66.836000,-1.5389,-0.2695,2.3997,2.863
66.850000,-1.7050,0.1667,2.6296,3.138
66.862000,-1.7824,0.6529,2.7374,3.331
66.883000,-1.6632,0.8252,2.7945,3.355
66.895000,-1.5019,0.9017,2.7062,3.224
66.935000,-1.4587,0.9269,2.6293,3.146
66.936000,-1.2713,1.1545,2.4316,2.977
66.937000,-1.1710,1.4008,2.2414,2.891
66.946000,-1.4288,1.4273,2.0787,2.898
66.958000,-1.7008,1.2581,1.8588,2.816
66.968000,-2.0136,0.9712,1.7413,2.834
66.984000,-1.9273,0.8948,1.6944,2.718
67.002000,-1.8055,0.7902,1.5626,2.515
67.012000,-1.2802,0.4643,1.0430,1.715
67.028000,-1.1168,0.1415,0.6695,1.310
67.041000,-1.0824,-0.1491,0.3474,1.147
67.060000,-1.0370,-0.3351,-0.0785,1.093
67.078000,-0.8225,-0.3802,-0.5916,1.082
67.086000,-1.0645,-0.4845,-1.0841,1.595
67.098000,-1.5583,-0.7928,-1.8184,2.523
67.114000,-2.3297,-1.1432,-3.4242,4.296
67.122000,-2.4954,-1.1432,-3.7572,4.653
