time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
13.096000,-2.8938,-3.1479,-5.4841,6.954
13.099000,-2.7948,-2.9176,-6.4265,7.591
13.106000,-2.4002,-2.6745,-6.7683,7.663
13.122000,-1.9831,-3.3200,-7.5971,8.525
13.130000,-2.0919,-3.7312,-7.8271,8.920
13.148000,-3.7870,-4.0961,-7.6466,9.465
13.172000,-3.9893,-3.8412,-8.0278,9.753
13.182000,-3.9562,-3.2822,-8.0573,9.557
13.190000,-4.0466,-3.1659,-8.0042,9.511
13.211000,-4.1215,-2.9554,-7.8344,9.333
13.216000,-3.7477,-2.6625,-4.9810,6.778
13.234000,28.7526,-3.8792,47.3742,55.552
13.236000,15.0143,-6.5569,40.2430,43.450
13.245000,6.4560,-6.8674,8.8198,12.909
13.269000,5.3072,-3.1817,-4.1770,7.466
13.276000,4.0448,1.5165,-14.3455,14.982
13.290000,3.3519,1.8176,-14.7433,15.228
13.299000,2.3545,0.5991,-12.0003,12.244
13.310000,2.0570,-0.6791,-2.8219,3.557
13.326000,1.8098,-2.1138,-4.5602,5.342
13.344000,2.4484,-1.4771,-6.1562,6.788
13.348000,2.9326,-0.5123,-7.2403,7.828
13.362000,3.1049,0.8141,-8.9799,9.536
13.378000,2.6359,2.0684,-10.1471,10.686
13.382000,1.6768,2.2593,-8.6056,9.054
13.391000,0.1942,1.6299,-8.4884,8.646
13.400000,-0.4747,0.2641,-7.4086,7.428
13.419000,-0.6324,-1.7938,-4.7283,5.097
13.430000,0.0628,-3.0180,4.1141,5.103
13.444000,0.6962,-2.7293,9.3935,9.807
13.462000,1.3706,-1.8735,10.4092,10.665
13.482000,1.5081,-0.3302,10.6688,10.780
13.490000,0.8733,0.2795,9.2151,9.261
13.508000,-0.1548,0.1135,5.5966,5.600
13.524000,-0.7149,-0.4780,1.6119,1.827
13.558000,-0.7729,-0.3185,-2.6293,2.759
13.571000,-0.4249,0.0052,-4.2300,4.251
13.580000,-0.7126,0.7141,-4.5651,4.675
13.592000,-1.2277,0.4091,-1.5205,1.997
13.607000,-1.1325,-0.0824,0.5116,1.245
13.618000,0.0619,0.2915,2.2477,2.267
13.632000,0.3082,0.3496,1.1426,1.234
13.647000,0.2508,0.1582,0.1295,0.324
13.659000,0.0330,-0.0726,-0.4794,0.486
13.675000,-0.1125,-0.2281,-0.8317,0.870
13.686000,-0.1821,-0.3019,-1.0191,1.078
13.697000,-0.1495,-0.1094,-0.5559,0.586
13.709000,-0.1135,0.0516,-0.0388,0.131
13.719000,-0.2159,0.1038,0.4717,0.529
13.727000,-0.6212,0.0545,0.7691,0.990
13.746000,-0.7775,0.0270,0.6977,1.045
13.754000,-0.7502,0.0321,0.4944,0.899
13.768000,-0.5255,0.0621,0.2074,0.568
13.785000,-0.2513,0.0787,0.0613,0.270
13.798000,-0.0293,0.0782,-0.0468,0.096
13.804000,0.1429,0.0483,-0.1354,0.203
13.827000,0.0478,0.0299,-0.2249,0.232
13.838000,-0.2416,0.0548,-0.4745,0.535
13.842000,-0.5516,-0.0590,-0.3404,0.651
13.860000,-0.5331,-0.1491,0.0706,0.558
13.877000,-0.3187,-0.0813,0.5400,0.632
13.889000,-0.0179,-0.0152,0.7670,0.767
13.899000,0.0964,0.0065,0.6030,0.611
13.906000,0.1895,0.0326,0.2937,0.351
13.932000,0.1777,0.0086,-0.2161,0.280
13.957000,0.0975,0.0014,-0.5792,0.587
13.970000,-0.0359,-0.0543,-0.3568,0.363
13.979000,-0.1095,-0.0454,-0.1960,0.229
13.997000,-0.1111,-0.0106,-0.2302,0.256
14.012000,-0.0471,-0.0411,-0.2375,0.246
14.030000,0.1976,-0.1809,0.0763,0.279
14.046000,0.0180,-0.0707,0.0272,0.078
14.067000,-0.1411,-0.1152,-0.0800,0.199
14.076000,0.0038,-0.2580,-0.1658,0.307
14.092000,0.1175,-0.4011,0.2818,0.504
14.096000,0.1022,-0.4712,0.3783,0.613
14.112000,-0.0240,-0.5122,0.4085,0.656
14.118000,0.1147,-0.4721,0.4772,0.681
14.138000,0.3824,-0.4421,0.5398,0.796
14.158000,0.0983,-0.4143,0.5525,0.698
14.172000,-0.1558,-0.3919,0.4715,0.633
14.184000,0.0214,-0.5614,0.1724,0.588
14.196000,0.0363,-0.6378,-0.1233,0.651
14.213000,0.3584,-0.6688,0.3035,0.817
14.223000,0.4124,-0.5512,1.0665,1.269
14.240000,0.0238,-0.8106,0.8849,1.200
14.252000,0.0047,-0.7085,0.7070,1.001
14.260000,0.1763,-0.3573,0.6309,0.746
14.272000,0.2609,0.1811,0.7047,0.773
14.280000,-0.5679,0.6850,-0.4347,0.990
14.300000,-1.2089,2.5717,-5.7772,6.438
14.316000,0.4238,2.4032,-0.0033,2.440
14.326000,1.4113,1.5358,1.5085,2.574
14.340000,2.3492,1.0774,0.8274,2.714
14.356000,2.5626,0.7624,1.0104,2.858
14.366000,0.7755,-0.0413,0.9093,1.196
14.377000,0.4143,-0.2187,0.5924,0.755
14.386000,0.3825,-0.2515,0.0989,0.468
14.400000,0.5700,-0.2554,-0.3329,0.708
14.412000,0.7220,-0.3152,-0.6373,1.013
14.428000,0.9009,-0.2472,-0.7152,1.177
14.440000,1.0698,-0.2575,-0.5639,1.236
14.459000,1.1817,-0.1988,-0.2897,1.233
14.472000,1.2311,-0.1647,-0.0601,1.244
14.485000,1.2268,-0.1821,0.0676,1.242
14.496000,1.0103,-0.3676,0.6141,1.238
14.507000,0.9765,-0.4574,0.8316,1.362
14.519000,0.8754,-0.4249,0.9509,1.361
14.532000,1.0767,-0.4190,0.6992,1.350
14.554000,1.5791,-0.1780,0.3028,1.618
14.568000,1.8443,-0.0879,-0.1333,1.851
14.579000,2.2384,0.0236,-0.1475,2.243
14.589000,2.8200,0.1043,0.3796,2.847
14.598000,2.6013,0.4253,0.9177,2.791
14.606000,1.0223,0.2818,1.6233,1.939
14.619000,0.9982,0.1313,1.8748,2.128
14.632000,1.3366,0.0989,2.1994,2.576
14.650000,1.3967,-0.0155,1.7816,2.264
14.669000,1.2368,-0.0045,1.4502,1.906
14.682000,1.0242,0.1647,1.3977,1.741
14.692000,1.0438,0.1157,1.2035,1.597
14.699000,0.6130,-0.0565,0.8789,1.073
14.710000,0.2215,-0.0905,0.5411,0.592
14.728000,0.2988,-0.2367,0.3732,0.533
14.744000,0.4892,-0.6600,0.3072,0.877
14.752000,0.6723,-0.8753,-0.0570,1.105
14.765000,0.8529,-0.7149,-0.3439,1.165
14.776000,0.9591,-0.6200,-0.8345,1.414
14.794000,0.3404,-1.0593,-1.3855,1.777
14.810000,-0.0379,-1.0314,-1.1495,1.545
14.821000,-0.7199,-0.9013,-1.1747,1.646
14.832000,-1.3726,-0.8468,-1.1904,2.005
14.849000,-2.5282,-0.8589,-1.1726,2.916
14.860000,-4.2406,-1.2630,-1.1852,4.581
14.872000,-4.9441,-1.5078,-1.4305,5.363
14.890000,-4.4469,-1.3563,-1.5206,4.891
14.908000,-2.2960,-1.9055,-0.8625,3.106
14.924000,-1.3398,-1.8286,-0.0007,2.267
14.934000,-1.1492,-0.9211,1.0825,1.828
14.943000,-0.9312,-0.6634,0.8585,1.430
14.956000,-0.7824,-0.4695,0.7209,1.163
14.972000,-0.5699,-0.3957,0.4861,0.847
14.985000,-0.6168,-0.4080,0.4723,0.877
14.999000,-0.4919,-0.3424,0.9116,1.091
15.006000,-0.2449,-0.4588,1.3263,1.425
15.021000,-0.3045,-0.7843,0.8547,1.199
15.030000,-0.4822,-0.9853,0.0115,1.097
15.050000,-0.6493,-0.9052,-0.8382,1.394
15.068000,-0.5525,-0.6737,-1.0394,1.356
15.082000,-0.2246,-0.4590,-0.7246,0.887
15.097000,-0.0037,-0.4339,-0.4018,0.591
15.108000,0.4799,-0.1774,-0.3568,0.624
15.119000,0.5233,-0.2335,0.0620,0.576
15.130000,0.6504,-0.3365,-0.0572,0.735
15.148000,0.4138,-0.5351,0.0757,0.681
15.163000,0.3246,-0.6398,-0.1637,0.736
15.172000,0.3117,-0.6275,-0.3586,0.787
15.188000,0.4264,-0.4248,-0.4175,0.733
15.204000,0.7354,0.0251,0.2033,0.763
15.214000,0.8999,0.1262,0.4959,1.035
15.228000,1.0335,0.1795,0.7288,1.277
15.239000,0.8529,0.0862,0.6288,1.063
15.254000,0.6534,0.1265,0.3637,0.758
15.266000,0.6189,-0.0949,-0.0712,0.630
15.285000,0.5208,-0.1850,-0.0309,0.554
15.293000,0.3250,-0.2494,0.4024,0.574
15.302000,-3.6759,-18.9162,17.7071,26.170
15.312000,-1.8227,1.8261,-0.1510,2.585
15.323000,0.8002,0.8329,0.1303,1.162
15.337000,1.7273,0.4046,0.3713,1.812
15.350000,1.8127,0.2334,0.2053,1.839
15.358000,1.3108,0.0868,0.1885,1.327
15.374000,0.4647,-0.1622,0.2742,0.563
15.388000,0.2604,-0.3072,0.5544,0.685
15.392000,0.2735,-0.6743,0.4377,0.849
15.406000,0.2137,-1.0366,0.4782,1.161
15.420000,0.2585,-1.1171,1.2029,1.662
15.436000,0.3725,-1.0465,1.3693,1.763
15.455000,0.2190,-1.0556,0.9358,1.428
15.465000,0.2095,-0.9868,0.3611,1.071
15.479000,0.5140,-0.5694,-0.8563,1.150
15.489000,0.7796,-0.2287,-1.1130,1.378
15.500000,1.2158,0.1853,-1.0335,1.606
15.510000,1.4472,0.4434,-0.7718,1.699
15.522000,1.5531,0.7137,-0.2578,1.729
15.534000,1.4973,0.7932,-0.4904,1.764
15.563000,1.4059,0.8268,-1.0156,1.921
15.572000,1.2902,0.8743,-1.1194,1.919
15.582000,1.3102,0.7938,-0.8518,1.753
15.591000,1.3904,0.5435,-0.2970,1.522
15.603000,1.3438,0.3988,-0.0664,1.403
15.619000,0.9721,0.4757,0.3831,1.148
15.630000,0.7795,0.4740,0.4940,1.037
15.642000,0.5052,0.4018,0.5906,0.875
15.661000,0.4097,0.4109,0.8924,1.064
15.675000,0.6566,0.2640,1.6923,1.834
15.688000,0.6529,0.3181,1.8027,1.944
15.700000,0.6858,0.3708,1.9133,2.066
15.714000,0.6775,0.4611,1.9884,2.151
15.723000,0.6469,0.3983,1.9531,2.096
15.731000,0.4805,0.3102,1.9000,1.984
15.741000,0.2891,-0.0257,1.3756,1.406
15.752000,0.1266,-0.1202,1.0922,1.106
15.769000,0.1361,-0.1784,0.9796,1.005
15.776000,0.2868,-0.0751,0.8534,0.903
15.788000,0.4503,-0.0245,0.7408,0.867
15.802000,0.4673,0.1435,0.6097,0.781
15.812000,0.2908,0.1946,0.3915,0.525
15.823000,0.3747,0.2116,0.0451,0.433
15.838000,0.4428,0.1598,-0.1417,0.492
15.855000,0.4125,0.2034,-0.2358,0.517
